Hip,Hab?,Display Name,Spectral Class,Distance,Xg,Yg,Zg,AbsMag
69931,1,Hip 69931,,136.4,96.8,-68.2,67.8,8.56
70802,,Hip 70802,K0,136.4,83.7,-26.2,104.5,0.925519873
71072,1,BD+22°2714,,136.4,48.7,23.7,125.2,8.76
75230,,7 Serpentis,A0V,136.4,80.1,26.2,107.2,0.615519873
76600,,40 Tau Librae,B2.5V,136.4,120.9,-41.5,47.6,-2.014480127
77713,1,Hip 77713,,136.4,123.9,-45.3,34.8,9.15
78146,1,BD+42°2653,,136.4,35.6,81.1,103.8,9.03
80461,,Hip 80461,B3/B4V,136.4,129.2,-14.4,41.5,1.075519873
80735,1,Hip 80735,,136.4,130.6,-23.3,31.6,9.97
86465,1,BD+47°2517,,136.4,31.4,112.1,71.1,9.49
87428,,Hip 87428,K0,136.4,120.7,56.1,29.8,0.655519873
91721,1,Hip 91721,,136.4,133,19.5,-23.2,9.4
92359,,Hip 92359,A0,136.4,58.9,117.9,35.4,1.325519873
102540,,Hip 102540,K0/K1III,136.4,95.4,-54.1,-81.2,1.025519873
102624,,3 Aquarii,M3IIIvar,136.4,89.1,80.9,-64.2,-1.244480127
107260,1,Hip 107260,,136.4,83.8,34.4,-102,8.87
108129,,Hip 108129,K0/K1III,136.4,70.6,-93.8,-69.5,0.915519873
115871,,Hip 115871,F5,136.4,-2.1,90.7,-101.8,1.725519873
1272,,Hip 1272,A0,136.6,-20.7,70.5,-115.2,1.452555405
2573,,Hip 2573,G8III-IV,136.6,-48.4,93.7,-86.8,1.162555405
6895,1,Hip 6895,,136.6,-17,-10.3,-135.2,10.45
13139,,Hip 13139,K0III,136.6,-13.7,-65.9,-118.9,1.102555405
14143,,93 Ceti,B7V,136.6,-95.3,11.5,-97.2,-0.057444595
15113,1,BD+12°457,,136.6,-107.2,22.1,-81.8,9.64
15943,,Hip 15943,K1III,136.6,-107.3,84.4,3.8,1.172555405
17104,1,BD+49°985,,136.6,-116.3,71,-10.4,9.09
17553,,Hip 17553,F0IV/V,136.6,-64.2,-56.5,-106.5,1.292555405
17758,1,BD-08°728,,136.6,-93.9,-28.4,-95.1,8.22
18956,,Hip 18956,A5m,136.6,-46.3,-77.7,-102.4,1.482555405
19376,,Hip 19376,B9.5V,136.6,-121.4,1.9,-62.5,0.262555405
22918,1,BD+22°775,,136.6,-133.1,1.9,-30.7,9.57
24224,,Hip 24224,K1III,136.6,-44.4,-101.8,-79.6,1.752555405
25216,,110 Tau,A2IV,136.6,-133,-17.9,-25.6,0.412555405
38637,1,BD+33°1615,,136.6,-120.8,-16,61.8,8.7
46036,1,BD+08°2213,,136.6,-78.4,-74.9,83.1,9.24
58101,1,Hip 58101,,136.6,47.3,-119,47.6,9.45
61383,1,BD+37°2293,,136.6,-18.7,14.1,134.6,9.1
64858,,Hip 64858,G8III-IV,136.6,29.7,-17.9,132.1,1.532555405
64954,,Hip 64954,A1IV,136.6,43,-36.4,124.5,0.942555405
68693,1,BD-19°3804,,136.6,86.2,-59.9,87.4,8.9
69373,,Hip 69373,M2III,136.6,-36.8,87.3,98.4,-0.497444595
75302,1,BD+61°1500,,136.6,-10.7,91.4,101,8.37
77367,1,BD-09°4232,,136.6,114,-4,75.1,9.73
80278,1,Hip 80278,,136.6,129.7,-35,25,8.78
80946,1,BD+71°797,,136.6,-25.4,106.6,81.6,8.23
81208,,Hip 81208,B9V,136.6,131.1,-33.4,18.9,0.952555405
91088,,Hip 91088,A0,136.6,84.5,102.8,31,1.532555405
91102,1,Hip 91102,,136.6,132.5,-8.8,-32.1,8.79
100165,,Hip 100165,K0III,136.6,101.2,-51.3,-76.1,0.592555405
101864,1,BD+18°4562,,136.6,61,118,-31.7,9.28
110038,,Hip 110038,K0III,136.6,26.2,110.7,-75.7,1.392555405
111299,1,Hip 111299,,136.6,68.5,11.3,-117.7,10.16
111464,1,Hip 111464,,136.6,67.3,12.5,-118.3,8.99
114866,1,Hip 114866,,136.6,51.1,3.6,-126.6,8.53
115128,,Hip 115128,A2,136.6,-40.8,127.7,-26.5,1.562555405
116690,1,Hip 116690,,136.6,29.8,25.7,-130.8,8.3
6041,1,Hip 6041,,136.8,24.9,-55.7,-122.5,9.35
6421,1,Hip 6421,,136.8,-6.1,-19.2,-135.3,9.53
9130,1,Hip 9130,,136.8,-12.3,-38.3,-130.7,8.5
11920,1,BD+15°349,,136.8,-95.7,43.5,-87.5,9.59
15435,1,BD+44°661,,136.8,-114.6,70.7,-24.1,8.38
24294,,Hip 24294,G7III,136.8,-110.8,-56.3,-57.1,0.219586885
24760,,Hip 24760,G5,136.8,-93.1,87.5,48.9,1.739586885
24831,,Hip 24831,A0V,136.8,-75.2,-89.6,-70.9,0.299586885
25674,,Hip 25674,G5,136.8,-132.9,30.8,10.3,0.899586885
30624,1,Hip 30624,,136.8,9.1,-121.6,-62.1,8.74
38047,1,BD+70°475,,136.8,-97,67.7,68.7,9.62
54093,1,BD+06°2396,,136.8,-28.2,-69.4,114.4,9.52
54840,,Hip 54840,K2III,136.8,43.1,-128.8,16.4,0.069586885
59942,1,BD+22°2456,,136.8,-9.5,-19.5,135.1,9.46
65513,1,BD+38°2446,,136.8,-0.6,30.6,133.3,8.63
68862,,Chi Centauri,B2V,136.8,95.4,-86.7,45.7,-1.320413115
74551,,Hip 74551,A3,136.8,14.1,76.4,112.6,1.789586885
78315,1,BD-12°4387,,136.8,119.2,-4.7,66.9,10.04
84240,1,Hip 84240,,136.8,135.3,-18.8,7.3,9.85
89139,,Hip 89139,K1III,136.8,78.7,102,45.9,1.099586885
102512,,Hip 102512,K2/K3III,136.8,103.1,45.2,-77.8,1.669586885
103072,1,BD-02°5392,,136.8,84.4,86.6,-64,8.27
105593,1,Hip 105593,,136.8,93.1,29.7,-95.8,9.08
108141,1,BD+30°4554,,136.8,12.8,129.7,-41.6,8.34
108474,1,Hip 108474,,136.8,79.7,26.7,-108,8.98
117942,1,BD+38°5094,,136.8,-45.9,118,-51.8,9.54
5787,1,BD+35°228,,137,-75.5,96.2,-61.9,9.1
7650,,40 Cassiopeiae,G8II-IIIvar,137,-79.9,108.4,24.9,-0.403385699
8076,1,Hip 8076,,137,-22.6,-16,-134.2,10.02
10462,,Hip 10462,G5,137,-97.8,91.8,-28.1,1.056614301
15076,1,BD+01°566,,137,-97.5,3.4,-96.2,9.08
24169,,Hip 24169,M6.2III,137,-102.4,-65.4,-63.3,-0.083385699
31434,,49 Aurigae,A0Vnn,137,-134.5,-14.2,21.8,-0.423385699
44991,1,BD+11°1990,,137,-86.2,-70.9,79.5,8.9
45417,,Hip 45417,F0,137,-89.5,58.9,85.4,1.586614301
46158,1,BD+75°374,,137,-81.7,75.8,79.7,8.63
47119,,Hip 47119,B9V,137,-81.2,74,81.8,0.776614301
52493,1,BD+71°547,,137,-73.1,69.1,93,10.37
53558,1,BD+62°1153,,137,-70.2,50.8,106.1,8.86
57545,1,BD+77°441,,137,-64.1,82.5,88.6,8.86
58340,1,BD+83°343,,137,-65,93,76.8,9.26
70029,,Hip 70029,A2V,137,16.7,48.1,127.2,0.646614301
70050,,Hip 70050,A0V,137,97.2,-66.1,70.3,1.516614301
71373,1,BD+01°2951,,137,79.8,-12.4,110.6,10.17
78676,,Hip 78676,K0,137,-1.3,98.3,95.4,1.126614301
78948,1,Hip 78948,,137,73.4,-100.6,-57,9.52
82259,,Hip 82259,A0IV/V,137,129.3,9.6,44.1,0.346614301
85845,1,BD+25°3284,,137,79.4,91.4,64,8.84
87581,1,BD+39°3256,,137,50.4,110.6,63.2,9.09
106643,,Hip 106643,G8II,137,44.7,114.1,-61.2,0.816614301
108254,1,Hip 108254,,137,82.2,20.5,-107.7,9.12
113914,1,Hip 113914,,137,55,9.2,-125.1,9.65
6393,,Hip 6393,A9V,137.2,0.8,-28.2,-134.2,1.023637642
8138,,Hip 8138,A2,137.2,-87.5,88.7,-57.4,1.613637642
15013,1,Hip 15013,,137.2,-18.1,-74,-114,8.36
17289,1,BD+22°531,,137.2,-120.7,28.8,-58.4,9.17
17330,1,BD+03°516,,137.2,-107.7,-4.7,-84.8,9.68
19521,1,BD+40°898,,137.2,-126.5,49.7,-18.3,9.28
21676,1,BD+10°604,,137.2,-125.5,-13.8,-53.5,10.21
24749,,Hip 24749,K0,137.2,-112.1,-57.7,-54.1,1.373637642
25995,,Hip 25995,Am,137.2,-135.9,18.3,4,1.493637642
26536,,26 Aurigae,A2V + GIII,137.2,-137.1,5.1,-1.1,-0.286362358
35248,,Hip 35248,A2,137.2,-120,-62,23.7,1.553637642
35603,,Hip 35603,A3V,137.2,-16.6,-130.4,-39.1,1.103637642
37603,,Hip 37603,K1III/IV,137.2,-72.2,-116.6,1.8,1.133637642
43810,,Hip 43810,K2,137.2,-77.4,-96.4,59.3,1.333637642
50359,1,Hip 50359,,137.2,23.8,-134.7,10.4,9.83
51165,1,BD-08°2923,,137.2,-29.2,-101.7,87.4,8.91
62294,1,BD+25°2559,,137.2,0.7,-6.6,137,9.26
62716,1,BD+14°2553,,137.2,17.2,-26.8,133.4,10.57
74752,,Hip 74752,B9V,137.2,115.3,-67.7,30.5,1.073637642
79954,1,Hip 79954,,137.2,129.9,-29.5,32.9,8.86
80752,,Hip 80752,F5II/III,137.2,99.5,-87.2,-36.2,1.563637642
91662,,Hip 91662,K3III,137.2,127.2,-28,-43,0.783637642
97343,1,BD+38°3756,,137.2,38.1,130.7,16.9,8.35
98760,,Hip 98760,F3V,137.2,113,56.8,-53.1,1.553637642
105562,,Hip 105562,M7III,137.2,9.4,136,-15.6,1.433637642
106567,1,Hip 106567,,137.2,92.8,-11.2,-100.4,9.95
109433,1,Hip 109433,,137.2,78.3,11.2,-112.1,8.77
111509,1,Hip 111509,,137.2,75.4,-57.7,-99,9.64
115093,,Hip 115093,F0,137.2,-27.7,123.1,-53.8,1.683637642
115569,,Hip 115569,K0,137.2,-54.7,125.6,6.2,1.063637642
481,1,Hip 481,,137.4,31.3,-8.3,-133.5,10.15
1465,,Hip 1465,K0III,137.4,-29.7,81.5,-106.5,0.380656897
4197,,Hip 4197,K0III,137.4,-63.3,95.6,-75.6,1.010656897
4206,1,BD+53°169,,137.4,-74.5,113.5,-21,9.2
5654,1,Hip 5654,,137.4,64.8,-100.8,-67.1,9.94
7358,,Hip 7358,K0,137.4,-74.7,70.6,-91.1,0.960656897
11671,,Hip 11671,M0III,137.4,-47.7,-24.2,-126.5,0.480656897
15823,1,BD+16°436,,137.4,-112.9,25,-74.1,8.49
19037,,Hip 19037,K1II,137.4,-78.8,-55.3,-98,0.430656897
21343,1,BD-05°959,,137.4,-107.7,-41.9,-74.3,9.29
23183,,Hip 23183,K2III,137.4,-64.2,-89.6,-82,1.010656897
24799,,Hip 24799,A0p...,137.4,-136.2,17,-5.1,-0.309343103
27083,,Hip 27083,A2,137.4,-111.4,-68.3,-42.4,1.070656897
33090,1,BD+51°1250,,137.4,-123.5,33.8,49.8,8.19
44787,,Hip 44787,A2IV,137.4,17.9,-134.9,-18.7,1.670656897
48345,1,BD+40°2264,,137.4,-86.8,-2.5,106.4,9.33
53473,1,BD+31°2203,,137.4,-56.2,-17.4,124.1,8.27
57993,1,Hip 57993,,137.4,42.2,-116.3,59.7,9.54
64197,1,Hip 64197,,137.4,79.2,-111.6,12,9.14
64522,,Hip 64522,K2III,137.4,-44,77.2,104.8,0.830656897
68523,,Upsilon 2 Centauri,F6II,137.4,94.6,-92.6,36.8,-1.349343103
72534,,Hip 72534,A2,137.4,73,10,115.9,1.400656897
75354,1,BD+12°2830,,137.4,82.6,25.3,106.8,8.91
75916,1,BD-20°4244,,137.4,116.9,-29.3,65.9,9.77
76323,1,BD-12°4287,,137.4,113.9,-14.6,75.3,9.31
76482,1,Hip 76482,,137.4,117.2,-70.4,13.5,10.43
78469,,Hip 78469,A7III,137.4,116.7,-72.4,-3.1,0.430656897
82091,,Hip 82091,A1V,137.4,128.2,-49.4,-1.7,0.780656897
