Hip,Hab?,Display Name,Spectral Class,Distance,Xg,Yg,Zg,AbsMag
95428,,Hip 95428,G5,33.4,18.4,27.7,1.8,5.193433715
97779,,Hip 97779,G5,33.4,22.6,24,-5.8,4.519082065
104738,1,Hip 104738,F5V,33.4,24.2,1.3,-23,2.632709045
107788,,13 Pegasi,F2III-IV,33.4,8.7,28.4,-15.5,2.719082065
110714,1,Hip 110714,K7V,33.4,17.7,1.7,-28.3,7.840533584
0,,Gl 340.1B,,33.5,8.7,-31.4,-7.8,3.503266267
19472,,Hip 19472,K5,33.5,-30.4,2.1,-13.8,6.446902966
21594,,53 Eridani,K1III,33.5,-23.2,-14.1,-19.6,1.283994094
23105,,Hip 23105,G5,33.5,-28.8,-9.8,-14,4.574721677
40051,,Hip 40051,K2V,33.5,-6.3,-32.8,-2.9,6.155449017
42634,,Hip 42634,K0,33.5,-19.7,-24.1,12.4,4.96180988
45571,,Gl 340.1,F4V,33.5,8.7,-31.4,-7.8,3.503266267
49046,1,Hip 49046,M0,33.5,-19,-7.9,26.5,8.614721677
51266,,Hip 51266,K2/K3III,33.5,7,-32.7,2.6,5.105449017
51297,1,Hip 51297,K1V,33.5,-1.1,-30.2,14.5,6.233266267
77740,,Hip 77740,G2/G3V,33.5,29.6,-4.2,15.1,4.627629575
81465,1,BD-04°4138,K5V,33.5,29.4,6,14.9,7.756176113
85017,1,BD-19°4615,G8V,33.5,32.9,2.9,5.5,5.216176113
103699,,Hip 103699,G0,33.5,21.5,18.4,-18,5.393994094
104197,1,Wo 9725,K5,33.5,-13,28.3,12.4,8.214721677
107865,1,Hip 107865,M2,33.5,21.4,-6.3,-24.9,8.847629575
111965,,Hip 111965,F6V,33.5,9.2,19,-26,3.695449017
184,1,BD+10°5022,K0,33.6,-5.2,20.9,-25.8,5.84743485
7539,1,Gl 62,K1V,33.6,-4,-4.5,-33.1,5.505244025
9727,,47 Cassiopeiae,F0Vn,33.6,-19.5,25.9,8.7,2.64108132
10810,1,BD+19°342,F8,33.6,-22.7,13.3,-21,4.186704821
12426,,Hip 12426,,33.6,-5.8,-13.2,-30.4,8.605974546
12787,1,Hip 12787,M0,33.6,-23.4,7.4,-22.9,8.349623467
15720,1,NN 3219,,33.6,-28.7,10.6,-14,8.39743485
16560,1,BD+06°549,K7V:,33.6,-26.6,1.2,-20.6,8.536704821
19441,1,BD+08°642,K5V,33.6,-29.1,-1.4,-16.6,7.469623467
29810,1,BD+25°1188,K2,33.6,-33.3,-3.9,2.4,6.718164634
42401,1,BD-12°2618,K3/K4V,33.6,-17.1,-27.3,9.6,7.035974546
44097,1,BD+21°1952,G5,33.6,-24.1,-11.8,20.3,4.995244025
62859,1,BD+17°2554,K8,33.6,3.5,-4.9,33.1,7.57743485
64275,,Hip 64275,K2V,33.6,-11,18.9,25.6,6.245974546
66486,,Hip 66486,G3V,33.6,20.6,-21.7,15.2,4.559623467
67103,1,BD+56°1683,F7IV-V,33.6,-5.2,16.2,29,3.836704821
68745,1,BD+41°2459,K6,33.6,2.2,11.3,31.6,8.12743485
70756,1,BD-15°3877,K4V,33.6,22.9,-11,22,7.168164634
74954,,Hip 74954,G8V,33.6,14.2,11.5,28.2,5.35743485
79377,1,BD-17°4511,G1/G2V,33.6,30.7,-2.4,13.4,4.779623467
86289,,Gl 683.1,G4IV-V,33.6,32.6,-7.2,-3.4,4.54108132
92918,,Hip 92918,K0IV-V,33.6,29.5,15.9,-2.1,4.828894173
101905,1,Hip 101905,G3V,33.6,26.3,-4.6,-20.5,4.695974546
104108,,Hip 104108,K3V,33.6,23.7,-10.1,-21.6,6.788164634
108774,,Hip 108774,G5,33.6,-2.2,33.1,-5.1,5.330352516
109421,1,Hip 109421,K7V,33.6,19.8,-1.2,-27.2,7.616704821
111958,1,Hip 111958,K7,33.6,17.2,-2.5,-28.8,7.708164634
118180,,Hip 118180,K7,33.6,12.2,-10.4,-29.6,8.145974546
5280,,Hip 5280,F8V,33.7,3.2,-8.1,-32.6,4.370123489
5631,,Hip 5631,F5,33.7,-14.1,16.3,-25.9,4.249390997
10335,1,Hip 10335,,33.7,-24,22.1,-8.3,7.614513259
13117,,Hip 13117,,33.7,-21.1,2.3,-26.1,9.051587732
15539,1,Hip 15539,K0V,33.7,-1.8,-20.4,-26.8,5.799390997
21436,1,BD+21°670,G5,33.7,-32.2,1.8,-9.9,4.943050988
24659,,Omicron Columbae,K0/K1III/IV,33.7,-14.7,-24,-18.6,2.168658257
41609,1,BD-15°2454,K1V,33.7,-17,-28,7.7,5.853050988
50696,,Hip 50696,,33.7,-5.2,-28.1,18,8.588658257
56367,1,Hip 56367,K8,33.7,-0.6,-19.7,27.3,8.652319483
59504,,Hip 59504,A5m,33.7,-15.2,21.2,21.3,2.503782247
67211,1,BD+00°3098,K0,33.7,15,-8.4,29,6.669390997
72399,,Hip 72399,K3/K4V,33.7,26.7,-17,11.8,7.379390997
73440,,Hip 73440,G0,33.7,-8.6,23.6,22.5,4.001587732
80467,,Hip 80467,F8,33.7,-6.6,26.1,20.3,4.449390997
83513,,Hip 83513,,33.7,30.9,-13,-3.5,8.513782247
83770,1,BD-02°4304,G5,33.7,29.9,9.5,12.4,5.192319483
87182,1,BD+11°3265,K5,33.7,25.6,19,11.1,6.898658257
91557,,Gl 723,M0,33.7,31.1,12.8,-1.4,8.853782247
92755,1,NN 4085,K4V,33.7,29.6,-9.7,-12.7,6.544513259
104610,1,Hip 104610,,33.7,19.8,20,-18.6,8.349390997
0,,Gl 31.2B,m,33.8,-1.8,4.5,-33.5,13.65499085
0,,Gl 582.1B,,33.8,28.2,-18,4.5,5.957925271
3493,,Gl 31.2,M2,33.8,-1.8,4.5,-33.5,8.134990848
6558,1,BD+12°172,K3,33.8,-15.7,15.6,-25.6,6.876458555
7535,,102 Pi Piscium,F0V,33.8,-17,14.1,-25.6,2.894990848
11323,,Hip 11323,F5,33.8,-11.8,-5,-31.3,6.474256623
14230,,Hip 14230,G0,33.8,-27.1,10.6,-17.1,4.447925271
15466,,Hip 15466,M0,33.8,-28.8,15,-9.4,8.143522149
16563,,Hip 16563,K2...,33.8,-28.9,16.8,-4.7,5.507192037
26013,1,Hip 26013,K2V,33.8,-19,-23,-15.9,6.474256623
48718,1,Gl 374,K4V,33.8,0.4,-33.2,6.4,6.354256623
49000,1,BD+33°1931,M0,33.8,-20,-4.6,26.9,8.202787426
51884,1,BD-11°2916,K0,33.8,-5.3,-25.8,21.3,5.373522149
63125,,12 Alpha 2 Canum Venaticorum,A0spe...,33.8,-3.1,5.8,33.1,0.246458555
64984,1,BD+03°2757,G5,33.8,10.9,-9.3,30.6,5.044256623
67953,,Hip 67953,F8V+...,33.8,18,-10.9,26.5,3.544256623
74148,1,BD+24°2824,K8V:,33.8,14.3,10,29,6.664256623
75255,,Gl 582.1,G5V,33.8,28.2,-18,4.5,5.647925271
78180,,Hip 78180,F0IV,33.8,1.9,23.2,24.5,2.314256623
79048,1,BD-17°4494,G1V,33.8,30.7,-2.7,13.8,4.377925271
88932,,Hip 88932,K3/K4V,33.8,33.4,5,-0.7,6.234990848
96861,1,Hip 96861,K3V,33.8,28,-9.5,-16.4,6.384990848
103150,,Hip 103150,K4:,33.8,20.9,21.2,-16.1,8.454990848
105918,,Hip 105918,F8V,33.8,11.6,28.6,-13.9,4.073522149
117748,,Hip 117748,F0,33.8,-10.9,29.2,-13.1,7.385724826
10276,1,BD+21°298,G5,33.9,-22.6,14.8,-20.5,5.810581766
11083,1,BD+17°353,K0,33.9,-23,12.6,-21.5,6.179846047
15300,,Hip 15300,M0,33.9,-28.5,10.8,-14.9,8.458373863
18090,1,BD+39°876,K5,33.9,-30.5,13.2,-6.4,6.820581766
25580,,Hip 25580,F5,33.9,-33.7,3.6,-0.3,3.762052455
34087,,Hip 34087,G5,33.9,-23,19.6,15.4,5.590581766
38753,,Hip 38753,,33.9,-29.6,-8.8,14.1,8.016163713
39068,,Hip 39068,G5,33.9,-27.8,-15.2,12.1,5.686163713
41282,,Hip 41282,F2/F3V,33.9,-15.4,-29.7,5.7,3.356163713
55363,,Hip 55363,G2/G3V,33.9,2.4,-26.5,21,4.886900679
58684,,67 Ursae Majoris,A7m,33.9,-9.6,5.2,32.1,2.567637396
59532,,Gl 458.1,G4V,33.9,4.4,-17.2,28.9,4.77911008
59589,,Hip 59589,G3V,33.9,0.4,-10.8,32.1,4.91911008
59925,1,Hip 59925,K7,33.9,10.4,-24.5,21,7.489846047
71631,,Gl 559.1,F8,33.9,-6,21.4,25.6,4.886163713
73754,,Hip 73754,G0/G1V,33.9,27.7,-12.7,14.9,4.526900679
85977,,Hip 85977,K0,33.9,8.3,27.5,18.1,5.996163713
87453,,Hip 87453,,33.9,33.8,2.6,0.6,9.438373863
96229,,38 Mu Aquilae,K3III,33.9,24.1,23.6,-3.6,1.79911008
96643,,Hip 96643,,33.9,28.6,15.8,-8.9,6.827637396
110548,,33 Pegasi,F7V,33.9,3.9,29.1,-17,3.54911008
112504,1,BD-16°6152,G5V,33.9,11.7,12.8,-29.1,4.699846047
0,,Gl 81.1B,m,34,-13,2.6,-31.3,8.55395131
7733,1,BD+27°262,G8V,34,-20.3,19.8,-18.8,5.082475123
9094,1,BD-10°403,G5,34,-13,2.6,-31.3,3.76395131
10679,,Hip 10679,G2V,34,-24,16.9,-17.2,5.091736652
25189,1,BD+54°886,K8V:,34,-30.6,13.7,6.1,6.799519733
35884,,Hip 35884,F7V,34,-20.9,-26.9,-0.6,4.179519733
36238,,63 Geminorum,F5IV-V...,34,-31,-9.6,10.1,2.540258957
40133,1,BD+16°1659,G0,34,-27.6,-13.7,14.4,4.685426496
40419,1,BD-06°2528,G5,34,-21.5,-24.8,8.9,5.61099793
48235,1,Hip 48235,K1V,34,3.3,-33.7,1.9,5.885426496
50796,1,BD-09°3055,,34,-7.4,-25.8,20.8,8.141736652
97405,1,Hip 97405,G3V,34,30.4,6.1,-14,5.029519733
107620,,Hip 107620,G5V,34,21.9,-6.8,-25.1,4.93395131
112703,1,Hip 112703,M0,34,17.8,-10.8,-26.9,8.124689028
919,,Hip 919,K0V,34.1,-11.2,26.7,-17.9,5.288040528
2397,1,BD+21°55,K5,34.1,-11.7,23.4,-21.8,6.557300548
5741,1,BD-09°241,K2,34.1,-8.7,7.4,-32.2,6.434338102
8014,,NN 3110,M:,34.1,0.3,-10.7,-32.3,8.588040528
10599,1,BD+11°309,G5,34.1,-21.4,10.8,-24.3,5.328040528
14985,,Hip 14985,,34.1,-27.6,19.5,-3.8,7.258780256
16310,1,Hip 16310,F7V,34.1,-7.7,-18.2,-27.8,3.456560315
33229,1,Gl 253,G7V,34.1,-2.7,-31.6,-12.5,5.508040528
34034,,Hip 34034,K6,34.1,-31.8,-10.5,6.3,7.838040528
36102,1,Hip 36102,,34.1,-13.2,-31,-4.9,9.378040528
36395,,Hip 36395,F5V,34.1,-21.7,-26.3,0.8,3.385079092
40724,1,BD-14°2469,K3V,34.1,-18.3,-28,6.8,7.174338102
41662,,Hip 41662,K4,34.1,-19.3,-26.4,9.7,7.52581983
45238,,Beta Carinae,A2IV,34.1,9.1,-31.7,-8.5,-0.992699452
47225,,Hip 47225,G3V,34.1,2.5,-34,1,4.306560315
53114,1,Hip 53114,,34.1,2.9,-31,14.1,8.964338102
56578,1,BD+17°2376,K8,34.1,-6,-10.1,32,6.854338102
65302,1,Hip 65302,G5V,34.1,18.2,-26.7,-10.8,5.216560315
73360,1,Hip 73360,M0,34.1,3.9,17.3,29.2,7.953596858
77444,1,Hip 77444,K1V,34.1,25.9,-21.6,-5,5.818040528
77881,1,BD+14°2955,K5,34.1,21.5,10.3,24.4,7.033596858
84322,1,Hip 84322,K2V,34.1,33.8,-2.1,3.5,6.678040528
94341,,Hip 94341,M0,34.1,18.6,28.3,3.9,8.558040528
107822,,Hip 107822,K0,34.1,-3.2,33.9,-2.1,5.145079092
114210,,5 Andromedae,F5V,34.1,-9.3,32.2,-6,3.016560315
2604,1,Hip 2604,M0,34.2,-15.6,27.9,-12.1,8.271371609
6878,,Hip 6878,F8,34.2,-20.7,24.5,-11.7,3.991371609
13790,1,Hip 13790,,34.2,-12.6,-10,-30.2,7.659144077
18465,,Gl 156.1,M1,34.2,-29.1,17.9,0.1,8.189144077
35173,1,BD-03°1821,K2V,34.2,-26.5,-21.5,2.3,6.340629352
37789,,Hip 37789,F8V,34.2,-30.6,0,15.4,4.068401058
39392,1,Hip 39392,M0,34.2,-29.7,-4,16.4,7.492113612
40765,,Hip 40765,R...,34.2,-21.7,-24.5,9.8,4.762855362
57629,,Hip 57629,F7V,34.2,0.5,-17.7,29.2,3.481371609
63809,,Hip 63809,,34.2,19.3,-28.2,0.3,8.772855362
66918,1,BD-20°3868,K5,34.2,19.7,-17.5,21.8,7.438401058
70557,1,BD+14°2733,G5,34.2,14.9,1.5,30.7,5.392855362
75206,,Nu 1 Lupi,F8V,34.2,28.5,-18.3,4.6,2.332113612
76550,,Hip 76550,K:...,34.2,29.7,-6.9,15.5,8.557657785
77852,,Hip 77852,,34.2,-3.4,24.8,23.3,8.606914257
83113,,Hip 83113,,34.2,17.3,21.5,20.2,9.019886841
83141,,Hip 83141,K5,34.2,14.2,23.3,20.7,6.678401058
85423,,45 Ophiuchi,F3III,34.2,34.1,-1.7,1.7,1.611371609
87585,,32 Xi Draconis,K2III,34.2,2.5,29.4,17.2,1.061371609
90601,,Hip 90601,,34.2,30.2,16,2.2,8.609886841
91159,,Hip 91159,G2Vv comp,34.2,23.1,24.4,6.5,3.539144077
98589,1,BD-17°5832,G5V,34.2,28.6,13.3,-13.3,4.666914257
105612,,Hip 105612,G5V,34.2,20.4,-19.1,-19.8,5.207657785
948,,Hip 948,K5V,34.3,7.9,-3.7,-33.2,7.243192795
8008,,Hip 8008,,34.3,-6,-3.4,-33.6,8.973192795
11443,1,BD+07°385,K8,34.3,-21.6,7.8,-25.5,7.231702423
13594,1,BD-08°547,G5,34.3,-19.6,-1.9,-28.1,5.652447737
13886,,Hip 13886,K5V,34.3,0.6,-20.2,-27.7,7.634682146
32277,,Hip 32277,K,34.3,-32.9,2.8,9.5,7.101702423
51073,1,Hip 51073,K:,34.3,-4.6,-28.5,18.6,8.243192795
51658,,Hip 51658,A7IV,34.3,-17.9,0.3,29.3,2.041702423
56832,,Hip 56832,G5,34.3,-2.6,-15.5,30.5,4.923192795
63008,,Hip 63008,F8V,34.3,2,-2.3,34.1,4.316170475
72742,1,Hip 72742,K2V,34.3,27.3,-19.2,8.2,6.021702423
78423,1,BD+62°1446,M0,34.3,-1.8,24.9,23.6,7.311702423
95962,1,BD-06°5170,G0,34.3,28.6,17.6,-7,4.615426438
101856,1,Hip 101856,K7V:,34.3,19.8,25.4,-11.8,9.020956853
102782,,Hip 102782,K5,34.3,17.2,27.3,-11.6,6.623937598
102784,,Hip 102784,,34.3,17.2,27.3,-11.6,6.633937598
103576,1,Hip 103576,,34.3,23.8,14.8,-19.9,8.630956853
105769,,Hip 105769,F0V,34.3,-0.3,34.3,-1.6,2.912447737
110812,1,Hip 110812,K2IV/V,34.3,19.4,-12.8,-25.3,6.111702423
112523,1,Hip 112523,K5,34.3,1.6,28.1,-19.6,7.711702423
11739,1,BD-20°470,K7V,34.4,-13,-5,-31.4,7.557972011
14668,,27 Kappa Persei,K0III,34.4,-28.3,18.3,-6.8,1.105730684
18343,,Hip 18343,K2V,34.4,4,-25.2,-23.2,6.10498306
21934,1,Hip 21934,K5,34.4,-9.2,-24.3,-22.6,7.29647805
27654,,15 Delta Leporis,G8III/IV,34.4,-22.2,-22.9,-13,1.075730684
31626,1,BD+19°1405,K5,34.4,-33.3,-8.1,3.5,7.495730684
46454,,2 Omega Leonis,F9V,34.4,-19.4,-18.5,21.6,2.715730684
52316,,33 Sextantis,K1IV,34.4,-7.8,-21.9,25.3,3.567972011
57092,1,Hip 57092,G1V,34.4,16,-29.5,-7.7,3.797972011
59426,,Hip 59426,K0/2 + (G),34.4,8,-22.9,24.3,4.198718606
63346,,Hip 63346,G0,34.4,-12.1,19.4,25.7,5.387225159
65091,,Hip 65091,K2III,34.4,-2.5,9.8,32.9,5.437972011
81833,,44 Eta Herculis,G8III-IV,34.4,12.1,23,22.5,0.800211027
82370,1,Hip 82370,K3V,34.4,33.5,-2,7.6,6.907225159
88481,,Hip 88481,G5,34.4,29.5,16.4,6.8,5.42498306
92798,1,Hip 92798,K4,34.4,33,7.6,-6.4,7.325730684
108468,1,BD-13°6060,G5/G6V,34.4,16.9,16.2,-25.2,4.47647805
0,,Wo 9169 B,k,34.5,-30.7,-7.9,-13.5,11.91198999
0,,NN 4028,M2,34.5,30.5,-13.4,-8.7,9.441989989
0,,GJ 1272 B,,34.5,4.4,25.6,-22.6,9.311989989
19117,1,BD+11°570,M1,34.5,-30.2,0.1,-16.6,7.373487041
19416,1,BD+33°801,K0,34.5,-32.2,9.6,-7.8,5.952738644
35643,,Hip 35643,A7s,34.5,-31.3,4,14,3.051241077
35651,,Hip 35651,K3V,34.5,-23.3,-25.5,0.5,7.260491906
36948,,Hip 36948,G3/G5V,34.5,-13.8,-31.5,-3.4,5.53824284
45042,1,BD+73°447,K5,34.5,-21.4,18.2,20.1,7.479742476
48629,,Hip 48629,K5,34.5,-21.5,-0.5,27,8.769742476
54697,1,BD+19°2427,K8,34.5,-9.6,-10.4,31.4,7.911989989
56128,,Hip 56128,,34.5,7.8,-30.1,14.8,7.191989989
66219,,Hip 66219,K4V,34.5,21,-23,14.9,6.719742476
99889,,Hip 99889,F5V:,34.5,4.8,34,3.5,3.179742476
113638,,Zeta Gruis,G8III,34.5,16.8,-8.2,-29,1.421241077
115860,1,BD+15°4829,M0,34.5,-2.4,25.4,-23.2,7.121989989
1955,,Hip 1955,G3IV,34.6,9.8,-10.5,-31.5,4.115240458
17096,1,Hip 17096,F8/G0V,34.6,-2.2,-22.3,-26.4,4.424489214
18993,,Hip 18993,F6IV,34.6,-28.2,-3.9,-19.7,2.662233919
24886,1,Hip 24886,K2V,34.6,-17.1,-23.8,-18.4,6.482233919
29063,1,BD+08°1197,K2V,34.6,-32.2,-12.1,-3.5,6.275991443
32544,1,Hip 32544,,34.6,-11.3,-30.9,-10.7,8.004489214
36637,1,NN 3447,K5,34.6,-30.8,-12.2,9.9,8.325240458
43310,1,Hip 43310,K7V,34.6,-8.8,-33.2,4.4,7.243737709
50671,,Gl 388.2,G1V,34.6,-6.1,-28.1,19.3,4.483737709
55251,1,BD+36°2177,K5,34.6,-12.7,-0.7,32.2,7.052985944
61468,,Hip 61468,A7III,34.6,15.9,-27.9,12.8,2.425991443
61621,,Hip 61621,F0V,34.6,13.7,-24.5,20.2,2.715240458
74682,1,BD+08°3000,M0,34.6,21.6,3.8,26.8,8.004489214
78169,,Hip 78169,G1V,34.6,27.9,-20.1,-3.2,4.636742168
78562,1,Hip 78562,F7V,34.6,28.9,-18.9,-1.9,3.817492634
87822,,NN 4033,F8V,34.6,27.7,-17.3,-11.4,3.665991443
114382,,Hip 114382,F4IV,34.6,14.8,-2.9,-31.2,3.132233919
115054,,Phi Gruis,F5V,34.6,13.7,-2.1,-31.7,2.833737709
116937,1,Hip 116937,G5V,34.6,13.7,-9.9,-30.2,5.293737709
15244,,14 Eridani,F1V,34.7,-21.2,-4.6,-27.1,3.439223212
17972,,NN 3251,M3,34.7,-26.9,21.4,4.4,8.690729087
19739,1,NN 3262,M0,34.7,-20.1,24.9,13.3,8.11997628
42783,1,BD+24°1981,,34.7,-26.6,-10.3,19.6,7.401481634
51263,1,Hip 51263,K5V,34.7,-2.3,-30.5,16.3,6.959223212
55900,1,BD-11°3100,G5,34.7,1.3,-24.3,24.7,4.69997628
61939,1,BD+20°2755,K2,34.7,1.2,-4.4,34.4,6.36997628
69075,,Hip 69075,K2V,34.7,24.1,-24.4,5.3,6.796208324
79119,,16 Tau Coronae Borealis,K0III-IV,34.7,12.3,20,25.5,2.02997628
95849,,Hip 95849,G2V,34.7,32.1,4.6,-12.5,4.425453948
95903,1,Hip 95903,M0,34.7,29.4,-9.2,-15.9,8.630729087
106305,1,BD+32°4180,K2,34.7,4.6,33.5,-7.8,6.136962439
116845,,Hip 116845,G5,34.7,-16,29.9,7.3,6.035453948
7338,,Hip 7338,M0,34.8,-19.4,27.4,9.2,7.929409484
35564,,Hip 35564,F2,34.8,-3.7,-33.1,-10.2,2.793189245
35998,,Hip 35998,F3V,34.8,-22.8,-26.3,0.6,3.080922178
39127,1,BD+14°1802,K5,34.8,-28.6,-15.2,12.7,7.654699309
41795,1,Hip 41795,K7V,34.8,7.3,-32.5,-10,7.98167813
53236,,Hip 53236,K3V,34.8,-2.5,-26.7,22.2,6.559409484
58560,1,BD+23°2411,K0,34.8,-4.6,-5.9,34,6.47167813
67282,1,BD-07°3700,G5,34.8,17.7,-12.1,27.4,5.993944409
75753,1,Hip 75753,,34.8,30.2,-12.8,11.4,8.174699309
82120,,Hip 82120,G5V,34.8,33.2,1,10.5,5.49167813
100047,1,Hip 100047,,34.8,27.9,13.8,-15.6,8.320922178
110258,1,Hip 110258,K7,34.8,20,-5.1,-28,8.220922178
113231,,Hip 113231,G6V,34.8,8.8,17.1,-29,5.300922178
115142,,96 Aquarii,F3IV,34.8,5,17.3,-29.8,2.850922178
7018,,Hip 7018,K0V,34.9,-3.5,-4.1,-34.5,6.69638093
7228,1,Hip 7228,K2,34.9,-5.4,-2.2,-34.4,7.288652741
7396,1,BD-21°259,K0V,34.9,-7,-0.6,-34.2,6.05410674
7655,,GJ 1040,K8V:,34.9,-22.1,24.8,-10.5,8.128652741
12680,,Hip 12680,K8,34.9,-26.8,21.6,-6,7.133348147
18758,1,BD+43°866,K0,34.9,-31.5,14.3,-4.3,5.558652741
19248,,Hip 19248,K1Vp,34.9,-3.5,-24.1,-25,5.877138465
19911,,Hip 19911,G0,34.9,-30.1,-3.1,-17.3,4.788652741
20012,,Hip 20012,K3:,34.9,-32.7,4.4,-11.4,8.647895735
27896,,Hip 27896,K1V,34.9,-6.5,-29.7,-17.1,3.817138465
27947,,Hip 27947,F0Ve...,34.9,-5.1,-29.9,-17.3,2.575623132
38160,,Hip 38160,F1V,34.9,1.7,-33.4,-10,3.063348147
52787,,Hip 52787,K0V,34.9,-0.7,-29.5,18.6,5.677895735
56257,,Hip 56257,F8,34.9,-12.6,3,32.5,4.633348147
58240,,Hip 58240,G3V,34.9,10.3,-28.7,17,5.08410674
73309,1,BD-04°3783,F8V,34.9,24.2,-3.6,24.9,3.367138465
73717,1,BD-06°4125,G5,34.9,25.1,-3.9,23.9,5.00410674
74730,1,BD+37°2625,F8,34.9,9.2,16.1,29.6,4.385623132
79359,1,BD+43°2575,K5,34.9,8.9,22.2,25.4,6.693348147
93398,1,BD-13°5186,K3V:,34.9,32.1,12.8,-5.1,7.06410674
111078,1,Hip 111078,,34.9,18.9,-2.6,-29.3,8.17410674
116258,,Hip 116258,K1/K2V,34.9,5.3,12.7,-32,6.098652741
1086,,23 Andromedae,F0IV,35,-13.9,29.5,-12.7,2.989551202
9381,,Hip 9381,G3V,35,-1.8,-11.7,-33,4.647269844
21539,1,Hip 21539,Kp,35,-15.2,-21.4,-23.1,7.452589289
44115,,Hip 44115,K:,35,-26.4,-3.2,22.7,9.129551202
44387,1,BD+26°1888,K7,35,-25.4,-9.5,22.1,7.231830166
64459,,Hip 64459,G0V,35,18.6,-23.6,17.9,3.959551202
65362,,Gl 508.3,K7,35,16.5,-16.6,26.1,9.068791016
75695,,3 Beta Coronae Borealis,F0p,35,13.8,14.1,28.9,0.941830166
86489,,Hip 86489,,35,33.8,-8,-4.2,7.939551202
86991,1,Hip 86991,G1V,35,29.1,-16.6,-10.2,4.790311122
88684,,Hip 88684,K1IV,35,31.8,13.8,4.7,3.022589289
93350,1,BD+42°3219,F8,35,10.1,32,9.8,4.101830166
93613,1,BD+07°3946,K0,35,26.2,23.2,0.6,6.228791016
101933,,Hip 101933,,35,18.3,27.9,-10.6,9.058791016
102791,,Hip 102791,G5,35,-9.4,32,10.3,5.512589289
104329,1,BD+24°4329,K8,35,10.4,32.1,-9,7.161830166
116050,1,Hip 116050,G8/K0V,35,11.4,0.6,-33.1,5.398030563
2839,,Hip 2839,M:,35.1,-3.8,10.1,-33.4,8.484986087
6276,,Hip 6276,G0,35.1,-8.7,5.5,-33.5,5.705747606
6537,,45 Theta Ceti,K0III,35.1,-10.2,6.8,-32.9,0.872699925
12856,,Hip 12856,K7V:,35.1,-23.3,5.2,-25.8,7.850411354
23286,1,BD+14°804,G5V,35.1,-33.4,-3.8,-10.1,4.023462246
31623,,Hip 31623,G5V,35.1,-16.3,-29.4,-10.2,4.920411354
37312,1,NN 3457,,35.1,-31.9,-3.5,14.3,9.102699925
38324,1,Gl 291.1,K2,35.1,-3.7,-34.1,-7.2,7.334986087
38998,1,BD-12°2252,K0V,35.1,-21,-27.6,5.1,6.085747606
42403,,Hip 42403,F8,35.1,-27.3,-10.6,19.3,4.165747606
66121,,Hip 66121,F6V,35.1,19.6,-27.7,-9,3.790411354
102521,1,BD-17°6081,G5V,35.1,25.7,14.4,-19.1,4.931937336
103019,1,Hip 103019,K5,35.1,27.1,1,-22.3,7.623462246
104304,1,BD+29°4321,K8,35.1,8.5,33.2,-7.3,6.876508858
107895,1,BD+00°4788,K2,35.1,14.4,23.4,-21.9,5.871937336
115715,1,BD+44°4419,G0,35.1,-10.3,32.3,-9.1,4.636508858
117736,,Gl 909.1,K0,35.1,0.8,15,-31.7,6.801937336
0,,Wo 9697,dM1,35.2,13,32.4,-4.4,7.5465917
0,,Wo 9697 B,,35.2,13,32.4,-4.4,7.9665917
1412,,NN 3025,M0,35.2,-1.7,12,-33.1,8.265061956
12153,,31 Arietis,F7V,35.2,-24.1,9.2,-24,2.9065917
12642,,Hip 12642,,35.2,-25.8,11.1,-21.3,9.245061956
14593,,Hip 14593,M0,35.2,-14.8,-10.4,-30.2,7.388120368
17027,,21 Eridani,K1V,35.2,-24.4,-5.3,-24.7,3.23964796
17794,1,BD+14°611,K8,35.2,-30.4,3.3,-17.4,6.717356169
18965,1,BD+28°614,K1V,35.2,-32.6,8.2,-10.4,5.44964796
23208,,Hip 23208,K5V,35.2,-26.4,-15.4,-17.5,7.098884298
23884,1,BD+26°789,G5IV,35.2,-34.8,1.5,-5.1,4.865061956
31850,,Hip 31850,F8IV,35.2,-34.3,-5.8,5.2,3.69964796
44569,1,BD+49°1800,K5,35.2,-25.9,4.2,23.5,7.175826963
49728,1,BD-14°3039,G5V,35.2,-7.6,-28.9,18.7,4.784296679
49841,,41 Lambda Hydrae,K0III,35.2,-8.5,-27.7,19.9,0.87964796
54028,,Hip 54028,G5,35.2,-13.6,-4.4,32.2,6.224296679
54199,1,BD+66°696,G5,35.2,-17.7,15.5,26.1,5.807356169
73258,1,BD+05°2950,K6,35.2,21.5,0.8,27.9,7.757356169
94154,1,Hip 94154,G2V,35.2,26.4,-17,-15.8,4.79964796
104521,,5 Gamma Equulei,F0p,35.2,16,27.7,-14.8,1.965061956
106007,,Hip 106007,F7V,35.2,20.4,17.6,-22.6,3.877356169
1078,1,BD+18°15,K7,35.3,-9.1,24.2,-24,7.118932178
5373,,Hip 5373,K0V,35.3,-2.4,-0.7,-35.2,5.891232873
7822,1,Hip 7822,G5V,35.3,-1.8,-8.4,-34.3,5.178164737
14241,1,BD-06°594,G5,35.3,-21.7,-1.8,-27.8,5.351232873
21132,,Hip 21132,F0,35.3,-32.6,-1.3,-13.5,7.593531133
29096,,Hip 29096,,35.3,-18.6,-27,-12.9,9.112765316
38647,,Hip 38647,G0,35.3,-31.2,-3.2,16.2,5.041232873
45749,1,Hip 45749,K0V,35.3,5.4,-34.7,-4.3,5.858164737
